timestamp,count
123,0.9196004
123,1.630778989
123,1.781369863
123,0.76252381
123,0.798542574
123,0.490456637
123,0.700253465
123,0.587160396
123,0.425963025
123,0.420278571
123,0.294646154
123,0.192225243
123,0.203858824
123,0.166765714
123,0.257505882
123,0.443936634
123,0.622542574
123,0.582894118
123,0.546772277
123,0.619825743
123,0.477811765
123,0.530946535
123,0.280258824
123,0.326215385
123,0.321882353
123,0.276371628
123,0.55316551
123,0.401457426
123,0.403759223
123,0.33989703
123,0.424172549
123,0.500578218
123,0.396491089
123,0.611030663
123,0.754590099
123,0.721357143
123,0.601277193
123,0.65079604
123,0.491540726
123,0.454646884
123,0.436939806
123,0.477801869
123,0.890566337
123,0.780792157
123,1.118320792
123,0.920905512
123,0.797283168
123,1.147908092
123,0.844828543
123,1.010352475
123,0.614581673
123,0.763593333
123,0.922729412
123,0.618064762
123,0.149236364
123,0.159378641
123,0.66122973
123,0.85761592
123,0.776855145
123,1.113249097
123,0.761148515
123,0.985358641
123,1.18110099
123,1.038431683
123,0.778246032
123,0.509275248
123,0.442949455
123,0.460895128
123,0.417375246
123,0.572723672
123,0.239649635
123,0.112508411
123,0.220984615
123,0.185841509
123,0.131740171
123,0.15169901
123,0.159378641
123,0.193409901
123,0.556561265
123,0.509340824
123,0.257505882
123,0.131733333
123,0.157846154
123,0.113249294
123,0.281334583
123,0.131733333
123,0.925962038
123,0.542412318
123,0.223130097
123,0.100943889
123,0.1054
123,0.1368
123,0.122966292
123,0.242724752
123,0.212504854
123,0.235815867
123,0.221197305
123,0.386258824
123,0.103095652
123,0.116127434
123,0.122736449
123,0.109531276
123,0.35033733
123,0.289694118
123,0.246294602
123,0.271698113
123,0.296336134
123,0.273169774
123,0.178548944
123,0.135626311
123,0.23649901
123,0.294310757
123,0.154397878
123,0.542319128
123,0.277111771
123,0.472557409
123,0.410344554
123,0.378449123
123,0.382031452
123,0.404611321
123,0.437481188
123,0.764784158
123,0.73587451
123,1.169379584
123,0.985394286
123,0.638273267
123,0.720609901
123,0.866851485
123,1.084712871
123,1.430875248
123,0.666093162
123,0.672305882
123,0.325069307
123,0.252553846
123,0.180453928
123,0.113840973
123,0.15169901
123,0.220984615
123,0.186542574
123,0.340315646
123,0.511419355
123,1.07857646
123,1.054511111
123,1.215818002
123,1.063666997
123,1.552639361
123,0.850782953
123,0.23827027
123,1.184420701
123,0.917461078
123,0.751832061
123,0.622746154
123,1.006986139
123,0.990638971
123,0.589150147
123,0.605638835
123,0.223021359
123,1.505134865
123,2.26801998
123,1.259163528
123,1.798922772
123,1.191920792
123,0.904047525
123,1.117465421
123,1.603162945
123,1.547964392
123,0.780680992
123,1.051057426
123,1.126906931
123,1.154830525
123,1.298325234
123,1.842823529
123,1.907073267
123,2.051404595
123,2.508587413
123,2.223579365
123,1.576942574
123,1.827969231
123,2.222981132
123,2.500265084
123,2.072451933
123,1.746863551
123,2.481662338
123,2.377831516
123,2.427140859
123,1.558595238
123,1.489219802
123,1.787881188
123,1.517803922
123,1.749290709
123,1.374223969
123,1.561879088
123,1.232367632
123,1.842059406
123,1.374367027
123,1.773003322
123,1.863730693
123,1.487167493
123,1.301717189
123,1.191920792
123,1.127693817
123,0.585186944
123,0.629090188
123,0.562896142
123,0.869021782
123,0.921942517
123,0.482350637
123,0.403759223
123,0.406178218
123,0.222913676
123,0.530946535
123,0.911617391
123,0.852369231
123,0.28716035
123,0.128704225
123,0.472094118
123,0.495819608
123,0.764741463
123,0.994628571
123,0.725988119
123,0.701536634
123,0.761654701
123,0.997835294
123,1.069138462
123,1.69814985
123,1.512455544
123,1.62614902
123,2.47613986
123,2.544967294
123,2.166497503
123,2.241814186
123,1.254896825
123,0.791368631
123,1.474985075
123,2.177964356
123,1.826677323
123,1.110528122
123,1.039192878
123,1.137038961
123,0.969978723
123,0.612251748
123,0.79100198
123,0.907012884
123,1.169091988
123,1.778566337
123,1.299255446
123,1.476847525
123,1.132380198
123,1.293679208
123,1.157835294
123,1.384094118
123,1.142819802
123,1.042577778
123,1.007714851
123,0.980819181
123,1.410029732
123,0.523099099
123,1.575763314
123,1.191769369
123,1.516990099
123,1.132011869
123,0.990569485
123,1.224427723
123,0.922141176
123,1.290101898
123,1.031468781
123,1.672759241
123,1.387242815
123,1.05432233
123,1.300277228
123,0.964372277
123,0.515105882
123,0.356394104
123,1.370927593
123,0.516325397
123,0.311040634
123,1.104831683
123,1.50165035
123,1.691306244
123,1.773538462
123,1.670619469
123,2.110273726
123,2.042021804
123,1.575032706
123,2.045986125
123,1.987912871
123,2.100491508
123,1.736190658
123,1.464261645
123,0.761042116
123,0.553049563
123,0.488761165
123,0.15350495
123,0.172266667
123,0.214588235
123,0.122736449
123,0.159378641
123,0.150211765
123,0.218661339
123,0.206081269
123,0.177188571
123,0.179756522
123,0.155105882
123,0.199938462
123,0.160941176
123,0.126276923
123,0.14592
123,0.223130097
123,0.152723077
123,0.171670588
123,0.184104673
123,0.159224054
123,0.143627354
123,0.220984615
123,0.245419608
123,0.216712871
123,0.295192807
123,0.56274331
123,0.182437383
123,0.444261386
123,0.184451249
123,0.170003883
123,0.14288
123,0.390083168
123,0.626603922
123,1.37360218
123,1.341597836
123,1.422785215
123,1.762341658
123,1.820609589
123,2.867556444
123,2.306114851
123,2.785366633
123,4.314806739
123,3.593326673
123,2.75135778
123,3.227153693
123,2.783488511
123,3.669306852
123,2.406225774
123,2.929038652
123,2.411879646
123,3.138765235
123,3.113625372
123,2.259706931
123,3.096623377
123,2.60918723
123,3.502650699
123,3.04215331
123,2.351334653
123,2.020747774
123,2.715076923
123,2.51
123,1.612913947
123,1.692035679
123,1.560332673
123,0.802878431
123,1.142920197
123,0.618243806
123,0.761788235
123,0.939889109
123,0.933458824
123,0.495537572
123,0.393133981
123,0.306031373
123,0.907444555
123,1.023953353
123,1.312849558
123,0.802605941
123,1.309816024
123,0.885462834
123,1.386962376
123,0.966081269
123,0.658765049
123,0.510431373
123,0.996879208
123,0.650165834
123,1.212359281
123,0.784628856
123,1.494318271
123,0.98158325
123,1.603830028
123,1.859904951
123,1.750130693
123,2.137358752
123,2.024858847
123,2.285132673
123,1.24
123,1.568711289
123,2.112244275
123,2.612594059
123,2.996443556
123,2.512261645
123,1.797679208
123,1.6416
123,0.933458824
123,1.703664336
123,2.406591045
123,1.805593626
123,1.190964706
123,0.903145631
123,0.81998002
123,0.748400396
123,0.17747027
123,0.105230769
123,0.125074286
123,0.159378641
123,0.147323077
123,0.111500496
123,0.988113891
123,0.791583906
123,0.669301682
123,0.530854311
123,0.708739261
123,0.648327869
123,0.438316183
123,0.192987509
123,0.221845545
123,0.860394366
123,0.551872637
123,0.114651429
123,0.237464151
123,0.2736
123,0.224641251
123,0.324915758
123,0.253333333
123,0.525994054
123,0.491761019
123,0.470087464
123,0.639524752
123,0.477322677
123,0.474277722
123,0.471873016
123,0.462922772
123,0.524982178
123,0.470121212
123,1.058629565
123,1.313582418
123,1.117234651
123,1.411169811
123,1.555836164
123,1.238267062
123,1.505534466
123,1.420766634
123,1.43410989
123,2.015429703
123,1.373676908
123,1.869554446
123,1.467287129
123,1.814889111
123,1.554541459
123,1.621142857
123,1.700462745
123,1.866917647
123,1.113160784
123,1.141018981
123,1.112414703
123,1.074857143
123,0.198034286
123,0.306255193
123,0.231507692
123,0.173370297
123,0.160941176
123,0.161237569
123,0.121375231
123,0.225593889
123,0.574858276
123,0.31223301
123,0.3416
123,0.752988235
123,1.052207692
123,1.221426573
123,0.646436261
123,0.962532146
123,1.144839604
123,1.343944554
123,1.39529505
123,1.114352475
123,1.277343905
123,1.124644906
123,1.271024975
123,1.656658077
123,1.706170297
123,1.68430099
123,1.453108911
123,1.608974545
123,1.766209901
123,1.306883168
123,1.303712621
123,1.516990099
123,1.266805195
123,1.279619425
123,1.507600381
123,1.428412169
123,1.147756863
123,1.290101898
123,0.960198216
123,1.212359281
123,1.004316832
123,1.136719281
123,1.35579782
123,0.964007921
123,1.181651741
123,1.376126733
123,0.976237624
123,1.137853465
123,1.235263366
123,1.111612265
123,1.605264618
123,1.288784158
123,1.313454545
123,1.299580328
123,1.386745946
123,1.637803766
123,0.990423762
123,1.049574426
123,0.779242815
123,0.921029703
123,0.920118694
123,0.989053465
123,1.341176471
123,0.904039604
123,0.829188119
123,0.97617443
123,0.8076004
123,1.362635294
123,1.038972549
123,1.219778218
123,1.793022977
123,0.899239669
123,1.540023952
123,1.324942574
123,1.616
123,1.802005994
123,1.984960874
123,1.620281118
123,2.379261905
123,2.189378621
123,2.240987747
123,2.312571429
123,1.878284143
123,1.887007407
123,2.405274725
123,1.820396825
123,2.253813861
123,1.685515331
123,2.219109792
123,2.674245339
123,1.405628743
123,2.084571429
123,1.49214668
123,2.031520958
123,1.452219608
123,1.623738872
123,1.199144259
123,1.330447059
123,0.834344554
123,0.57298008
123,0.747659406
123,0.965328048
123,1.085712191
123,1.443164835
123,1.21089243
123,1.24199001
123,1.160204322
123,1.625102703
123,1.6416
123,1.161189621
123,1.298553023
123,1.191532673
123,1.152427723
123,0.990536937
123,1.454097902
123,1.146124876
123,0.922429278
123,0.802632309
123,0.312685714
123,0.570629703
123,1.493963636
123,1.473647525
123,1.525679208
123,1.088934132
123,1.021584906
123,0.851173554
123,0.747659406
123,0.617631683
123,0.102882261
123,1.297892031
123,1.486200198
123,0.638670623
123,0.271159564
123,0.270891089
123,0.158633367
123,0.127157242
123,0.894971488
123,1.279168831
123,1.212241824
123,1.45049505
123,1.223421782
123,1.477586414
123,1.250572753
123,1.499287129
123,1.126564706
123,1.010379009
123,0.800368627
123,0.87139802
123,1.290101898
123,0.967809713
123,0.986132848
123,1.235436563
123,1.168662675
123,1.120823762
123,1.237938062
123,1.369766337
123,1.637803766
123,1.204950495
123,0.753064151
123,1.06084273
123,0.912894995
123,0.429968627
123,0.48760396
123,0.524787213
123,0.809046953
123,0.585124752
123,0.803873267
123,0.380406966
123,0.297915132
123,0.397053659
123,0.42774
123,0.493552941
123,0.229398058
123,0.346740594
123,0.331092308
123,0.225414815
123,0.270891089
123,0.263060194
123,0.390083168
123,0.301845545
123,0.366695495
123,0.522785241
123,0.521461121
123,0.761809243
123,0.695944554
123,0.674933333
123,0.642621782
123,0.641486513
123,0.496451485
123,0.679936064
123,0.707220574
123,0.743016848
123,0.838849151
123,0.375395378
123,0.849712587
123,0.678594701
123,0.757744807
123,0.692828543
123,0.63329901
123,0.579388235
123,0.387980788
123,0.461027642
123,0.499386408
123,0.465061386
123,0.804549951
123,0.846017839
123,0.691184158
123,0.784376471
123,0.830740594
123,0.888951198
123,1.137742574
123,0.72652549
123,0.81205994
123,1.291345887
123,1.423370518
123,1.291862069
123,1.193994366
123,1.005842158
123,0.78691774
123,1.224503497
123,0.753769841
123,0.848974257
123,1.027485217
123,0.815435294
123,0.325069307
123,0.354377143
123,0.657980198
123,0.944188235
123,0.708363636
123,0.957180652
123,1.591072692
123,0.941202797
123,1.173893069
123,0.261493805
123,0.327724138
123,1.095062562
123,0.760399608
123,1.126906931
123,0.80944157
123,1.053355372
123,0.996879208
123,0.544538614
123,0.922729412
123,0.463405941
123,0.382508738
123,0.2432
123,0.206490566
123,0.24199375
123,0.428756121
123,0.521142857
123,0.437219802
123,0.330801008
123,0.364287938
123,0.4104
123,0.390083168
123,0.448156863
123,0.395192157
123,0.393133981
123,0.221694118
123,0.173876636
123,0.120484404
123,0.160777007
123,0.340082808
123,0.622114851
123,0.444745098
123,0.134092366
123,0.318944444
123,0.818302609
123,0.687392078
123,0.715923744
123,0.388262108
123,0.348119284
123,0.38890297
123,0.593125
123,0.897488536
123,1.501665678
123,1.180741328
123,1.092993103
123,1.257568317
123,1.46646953
123,0.91554519
123,0.745121569
123,0.904807921
123,1.486897103
123,1.168475248
123,1.308424182
123,1.446553447
123,1.073750943
123,1.337821782
123,1.030477701
123,1.249172736
123,1.311112871
123,1.278605941
123,0.726144698
123,1.24636963
123,0.991686275
123,1.334105055
123,1.042666667
123,1.410029732
123,1.072259019
123,1.451976238
123,1.161121272
123,0.739753479
123,0.780166337
123,0.605818182
123,0.813478692
123,0.574289109
123,0.418957143
123,0.704316832
123,0.228396522
123,0.418447059
123,0.604402367
123,0.23252549
123,0.284123077
123,0.321882353
123,0.610407843
123,0.508618076
123,0.418447059
123,0.328994175
123,0.612251748
123,0.467965015
123,0.359133858
123,0.536470588
123,0.4988
123,0.373623529
123,0.649495549
123,0.530981169
123,0.433827451
123,0.340007767
123,0.219761019
123,0.334193091
123,0.526952212
123,0.506666667
123,0.170311459
123,0.20494382
123,0.103245283
123,0.106882466
123,0.126276923
123,0.261457726
123,0.157846154
123,0.168418301
123,0.195041584
123,0.257758587
123,0.233106719
123,0.214378061
123,0.106622222
123,0.196166038
123,0.154959292
123,0.451992308
123,0.182289109
123,0.281726733
123,0.163838498
123,0.213541463
123,0.212369231
123,0.386258824
123,0.236514851
123,0.382174152
123,0.473994225
123,0.44598374
123,0.459188811
123,0.345342493
123,0.290260194
123,0.343341176
123,0.308747774
123,0.354153547
123,0.436035088
123,0.545559651
123,0.633829244
123,0.830874133
123,0.403976291
123,0.602027723
123,0.919363184
123,0.75648
123,0.673736202
123,0.767432567
123,1.105235644
123,0.844627451
123,0.39305098
123,0.805552475
123,0.63930297
123,0.832126858
123,0.697386139
123,0.820285149
123,0.696419802
123,0.720689109
123,0.591459459
123,0.833519288
123,0.620558969
123,0.418447059
123,0.139287273
123,0.319287129
123,0.295192807
123,0.347084242
123,0.530946535
123,0.315390099
123,0.332587413
123,0.202158979
123,0.30339802
123,0.38342131
123,0.343485149
123,0.483025743
123,0.496201802
123,0.424630894
123,0.433425743
123,0.437411765
123,0.243223762
123,0.493746254
123,0.408500978
123,0.447592408
123,0.544514851
123,0.619382178
123,0.539011765
123,0.600501961
123,0.490619329
123,0.368643137
123,0.476252632
123,0.606996364
123,0.569592079
123,0.601285714
123,0.649392593
123,0.700054902
123,0.741926514
123,0.67785015
123,0.416502453
123,0.768569733
123,0.538428291
123,0.473845129
123,0.550333988
123,0.48760396
123,0.437866667
123,0.579452547
123,0.506085233
123,0.509373451
123,0.622305882
123,0.484031683
123,0.420923077
123,0.896836036
123,0.770980392
123,0.618501961
123,0.492831683
123,0.629278431
123,0.891615461
123,1.181309594
123,1.121474727
123,1.215898039
123,0.654494118
123,0.518962076
123,0.965328048
123,0.551472357
123,0.79595118
123,1.243678431
123,1.127530815
123,0.731378833
